diagram_id,unit_filename,local_order,alt_text_id,provenance
"appendix1-unit-138-d003","appendix1-unit-138.tex",3,"Diagram eksak: 0 → \Hom(P_{i+1}, \underbracket{X_i/X_{i+1}}_{\text{objek sederhana}}); \Hom(P_{i+1}, \underbracket{X_i/X_{i+1}}_{\text{objek sederhana}}) → \Hom(P_{i+1}, X/X_{i+1}); \Hom(P_{i+1}, X/X_{i+1}) → \Hom(P_{i+1}, X/X_i) (\Phi_i); \Hom(P_{i+1}, X/X_i) → 0.; \Hom(P_i , X/X_i) → \Hom(P_{i+1}…","id-ID/appendix1-unit-138.tex:107; tikzcd mandiri"
"appendix2-unit-141-d001","appendix2-unit-141.tex",1,"Diagram kategori: \alpha(i) → X (\text{kanonik); \alpha(i) → \beta(j) (t); \beta(j) → Y (\text{kanonik); X → Y (f).","id-ID/appendix2-unit-141.tex:131; tikzcd mandiri"
"appendix2-unit-141-d002","appendix2-unit-141.tex",2,"Diagram komutatif: \Yinjlim \gamma → \Yinjlim \delta (\Yinjlim \varphi); \Yinjlim \gamma → X (\sim); \Yinjlim \delta → Y. (\sim); X → Y. (f).","id-ID/appendix2-unit-141.tex:143; tikzcd mandiri"
"appendix2-unit-142-d001","appendix2-unit-142.tex",1,"Diagram kategori: S → S' . (f); S → S' . (g); S → X (\phi); S' . → X (\phi').","id-ID/appendix2-unit-142.tex:34; tikzcd mandiri"
"appendix2-unit-142-d002","appendix2-unit-142.tex",2,"Diagram kategori: S → S' (f); S → S' (g); S → X (\phi); S' → X (\phi'); S' → X_j . (X(\alpha) \phi'_i); X_j . → X.","id-ID/appendix2-unit-142.tex:39; tikzcd mandiri"
"appendix2-unit-142-d003","appendix2-unit-142.tex",3,"Diagram kategori: \Hom_{\mathcal{C}}(S, \Ker(f_i, g_i)) → \Hom_{\mathcal{C}}(S, X_i); \Hom_{\mathcal{C}}(S, X_i) → \Hom_{\mathcal{C}}(S, Y_i). (f_{i, *}); \Hom_{\mathcal{C}}(S, X_i) → \Hom_{\mathcal{C}}(S, Y_i). (g_{i, *}).","id-ID/appendix2-unit-142.tex:83; tikzcd mandiri"
"appendix2-unit-142-d004","appendix2-unit-142.tex",4,"Diagram kategori: \left(\Yinjlim \Ker(f_i, g_i)\right)(S) → X(S); X(S) → Y(S). (f); X(S) → Y(S). (g).","id-ID/appendix2-unit-142.tex:87; tikzcd mandiri"
"appendix2-unit-142-d005","appendix2-unit-142.tex",5,"Diagram kategori: \Hom_{\mathcal{C}}(\Coker(f_i, g_i), S) → \Hom_{\mathcal{C}}(Y_i, S); \Hom_{\mathcal{C}}(Y_i, S) → \Hom_{\mathcal{C}}(X_i, S). (f_i^*); \Hom_{\mathcal{C}}(Y_i, S) → \Hom_{\mathcal{C}}(X_i, S). (g_i^*).","id-ID/appendix2-unit-142.tex:114; tikzcd mandiri"
"appendix2-unit-142-d006","appendix2-unit-142.tex",6,"Diagram kategori: \Hom_{\mathcal{C}^\wedge}(\Yinjlim \Coker(f_i, g_i), S) → \Hom_{\mathcal{C}^\wedge}(Y, S); \Hom_{\mathcal{C}^\wedge}(Y, S) → \Hom_{\mathcal{C}^\wedge}(X, S). (f^*); \Hom_{\mathcal{C}^\wedge}(Y, S) → \Hom_{\mathcal{C}^\wedge}(X, S). (g^*).","id-ID/appendix2-unit-142.tex:122; tikzcd mandiri"
"appendix2-unit-143-d001","appendix2-unit-143.tex",1,"Diagram kategori: \IndC\mathcal{C} → \IndC \mathcal{D} (\IndC F); \mathcal{C} → \IndC\mathcal{C}; \mathcal{C} → \mathcal{D}. (F); \mathcal{D}. → \IndC \mathcal{D}.","id-ID/appendix2-unit-143.tex:7; tikzcd mandiri"
"appendix2-unit-143-d002","appendix2-unit-143.tex",2,"Diagram kategori: \IndC\mathcal{C} → \IndC\mathcal{D} (\IndC F); \IndC\mathcal{C} → \mathcal{C}^\wedge; \IndC\mathcal{D} → \mathcal{D}^\wedge; \mathcal{C}^\wedge → \mathcal{D}^\wedge (F^\wedge).","id-ID/appendix2-unit-143.tex:32; tikzcd mandiri"
"appendix2-unit-145-d001","appendix2-unit-145.tex",1,"Diagram komutatif: 0 → \Hom_{\mathcal{C}}(X, Y); \Hom_{\mathcal{C}}(X, Y) → \Hom_{\mathcal{C}}(S^{\oplus m}, Y); \Hom_{\mathcal{C}}(X, Y) ↪ \Hom_R(GX, GY); \Hom_{\mathcal{C}}(S^{\oplus m}, Y) → \Hom_{\mathcal{C}}(X', Y); \Hom_{\mathcal{C}}(S^{\oplus m}, Y) ↪ \Hom_R(G(S^{\oplus m}), GY); \Hom_{\math…","id-ID/appendix2-unit-145.tex:27; tikzcd mandiri; label=eqn:FM-prep-2"
"chapter1-unit-009-d001","chapter1-unit-009.tex",1,"Diagram komutatif: S_1 → S_2 (g_1); S_1 ↪ X (f_1); S_2 ↪ X (f_2); S_2 → S_1 (g_2).","id-ID/chapter1-unit-009.tex:91; tikzcd mandiri"
"chapter1-unit-009-d002","chapter1-unit-009.tex",2,"Diagram kategori: \Hom\left(T, X \dtimes{Z} Y \right) ⇒ \Hom(T,X) \dtimes{\Hom(T,Z)} \Hom(T,Y) (1:1); \Hom\left(T, X \dtimes{Z} Y \right) → \Hom(T, Y) ((p_2)_*).","id-ID/chapter1-unit-009.tex:194; tikzcd mandiri"
"chapter1-unit-009-d003","chapter1-unit-009.tex",3,"Diagram kategori: \Hom\left(T, \prod_{i \in I} (X_i \to Z) \right) ⇒ \prod_{i \in I} \left( \Hom(T, X_i) \to \Hom(T, Z) \right) (1:1); \Hom\left(T, \prod_{i \in I} (X_i \to Z) \right) → \Hom(T, Z).","id-ID/chapter1-unit-009.tex:219; tikzcd mandiri"
"chapter1-unit-010-d001","chapter1-unit-010.tex",1,"Diagram komutatif: X → Y (f); X ↠ \Coim(f); X → Y' (g); \Coim(f) → Y' (\overline{g); Y' ↪ Y (j).","id-ID/chapter1-unit-010.tex:55; tikzcd mandiri"
"chapter1-unit-010-d002","chapter1-unit-010.tex",2,"Diagram komutatif: X → Y (f); X ↠ X' (q); X' → \Image(f) . (\overline{g); X' → Y (g); \Image(f) . ↪ Y.","id-ID/chapter1-unit-010.tex:58; tikzcd mandiri"
"chapter1-unit-010-d003","chapter1-unit-010.tex",3,"Diagram komutatif: X → Y (f); X ↠ \Coim(f); \Coim(f) → \Image(f); \Image(f) ↪ Y.","id-ID/chapter1-unit-010.tex:81; tikzcd mandiri; label=eqn:strict-morphism"
"chapter1-unit-010-d004","chapter1-unit-010.tex",4,"Diagram komutatif: X ↠ \Coim(f); X → \Image(gf); \Coim(f) → \Image(gf) (\alpha).","id-ID/chapter1-unit-010.tex:110; tikzcd mandiri"
"chapter1-unit-010-d005","chapter1-unit-010.tex",5,"Diagram komutatif: \Image(g) ↪ Z; \Coim(gf) . → \Image(g) (\beta); \Coim(gf) . → Z.","id-ID/chapter1-unit-010.tex:113; tikzcd mandiri"
"chapter1-unit-010-d006","chapter1-unit-010.tex",6,"Diagram kategori: X → Y (f); X ↠ \Coim(f); Y → Z (g); \Coim(f) → Y; \Coim(f) → Z; \Image(gf) ↪ Z.","id-ID/chapter1-unit-010.tex:127; tikzcd mandiri"
"chapter1-unit-010-d007","chapter1-unit-010.tex",7,"Diagram komutatif: X → C (e); X → X' (a); C → Y (m); C → C' (\varphi); Y → Y' (b); X' → C' (e'); C' → Y' (m').","id-ID/chapter1-unit-010.tex:187; tikzcd mandiri"
"chapter1-unit-010-d008","chapter1-unit-010.tex",8,"Diagram komutatif: C ↪ Y . (m); C → C' (\varphi); X ↠ C (e); X ↠ C' (e'); C' ↪ Y . (m').","id-ID/chapter1-unit-010.tex:230; tikzcd mandiri"
"chapter1-unit-010-d009","chapter1-unit-010.tex",9,"Diagram komutatif: C ↪ Y; C → \Image(f) (\varphi); X ↠ C; X ↠ \Image(f); \Image(f) ↪ Y.","id-ID/chapter1-unit-010.tex:265; tikzcd mandiri"
"chapter1-unit-011-d001","chapter1-unit-011.tex",1,"Diagram kategori: F: \mathcal{C} → \mathcal{C}' : G; \mathcal{C}' : G → F: \mathcal{C}.","id-ID/chapter1-unit-011.tex:55; tikzcd mandiri"
"chapter1-unit-011-d002","chapter1-unit-011.tex",2,"Diagram komutatif: X → X \oplus X (\delta_X); X → X \times X; X \oplus X → Y \oplus Y (f \oplus g); X \oplus X → X \times X (\sim); Y \oplus Y → Y (\check{\delta}_Y); X \times X → Y \times Y (f \times g); Y \times Y → Y \sqcup Y (\sim); Y \sqcup Y → Y; serta 1 panah lain.","id-ID/chapter1-unit-011.tex:225; tikzcd mandiri"
"chapter1-unit-011-d003","chapter1-unit-011.tex",3,"Diagram komutatif: X \sqcup X → Y \sqcup Y (f \sqcup g); X \sqcup X → X \times X; Y \sqcup Y → Y \times Y; X \times X → Y \times Y (f \times g).","id-ID/chapter1-unit-011.tex:253; tikzcd mandiri"
"chapter1-unit-011-d004","chapter1-unit-011.tex",4,"Diagram kategori: F: \mathcal{C} → \mathcal{C}' : G; \mathcal{C}' : G → F: \mathcal{C}.","id-ID/chapter1-unit-011.tex:282; tikzcd mandiri"
"chapter1-unit-011-d005","chapter1-unit-011.tex",5,"Diagram TikZ; 1 untai, sisi, atau panah digambar menurut komposisi. Konteks: Proposisi~\ref{prop:additive-cat-addition}, komposisi di sepanjang","id-ID/chapter1-unit-011.tex:305; tikzpicture mandiri"
"chapter1-unit-011-d006","chapter1-unit-011.tex",6,"Diagram komutatif: T ⇒ \Ker(f) (\exists! g'); T → X (g); T → Y . (0); \Ker(f) → X; X → Y . (f).","id-ID/chapter1-unit-011.tex:364; tikzcd mandiri"
"chapter1-unit-011-d007","chapter1-unit-011.tex",7,"Diagram komutatif: X → Y (f); X → T (0); Y → \Coker(f) .; Y → T (h); \Coker(f) . ⇒ T (\exists! h').","id-ID/chapter1-unit-011.tex:375; tikzcd mandiri"
"chapter1-unit-011-d008","chapter1-unit-011.tex",8,"Diagram kategori dengan persegi bertanda \Box: X \dtimes{Y} 0 → X; X \dtimes{Y} 0 → 0; X → Y (f); 0 → Y; satu persegi diberi tanda \Box.","id-ID/chapter1-unit-011.tex:391; tikzcd mandiri"
"chapter1-unit-011-d009","chapter1-unit-011.tex",9,"Diagram kategori dengan persegi bertanda \Box: X → Y (f); X → 0; Y → Y \dsqcup{X} 0; 0 → Y \dsqcup{X} 0; satu persegi diberi tanda \Box.","id-ID/chapter1-unit-011.tex:394; tikzcd mandiri"
"chapter1-unit-011-d010","chapter1-unit-011.tex",10,"Diagram kategori: T → X (h); X → Y (f); X → Y (g).","id-ID/chapter1-unit-011.tex:404; tikzcd mandiri"
"chapter1-unit-011-d011","chapter1-unit-011.tex",11,"Diagram komutatif: \Ker(gf) → X \dtimes{Y} \Ker(g) (\sim); \Ker(gf) ↪ X; X \dtimes{Y} \Ker(g) ↪ X.","id-ID/chapter1-unit-011.tex:421; tikzcd mandiri"
"chapter1-unit-011-d012","chapter1-unit-011.tex",12,"Diagram komutatif: Z \dsqcup{Y} \Coker(f) → \Coker(gf) (\sim); Z ↠ Z \dsqcup{Y} \Coker(f); Z ↠ \Coker(gf).","id-ID/chapter1-unit-011.tex:424; tikzcd mandiri"
"chapter1-unit-011-d013","chapter1-unit-011.tex",13,"Diagram komutatif: \Ker(f) → X; \Ker(f) ⇒ \Ker(g) (\exists!); X → X' (a); X → Y (f); Y → Y' (b); \Ker(g) → X'; X' → Y' (g).","id-ID/chapter1-unit-011.tex:451; tikzcd mandiri; label=eqn:Ker-Coker-functoriality"
"chapter1-unit-011-d014","chapter1-unit-011.tex",14,"Diagram komutatif: X → X' (a); X → Y (f); Y → Y' (b); Y → \Coker(f); \Coker(f) ⇒ \Coker(g) . (\exists!); X' → Y' (g); Y' → \Coker(g) ..","id-ID/chapter1-unit-011.tex:454; tikzcd mandiri"
"chapter1-unit-011-d015","chapter1-unit-011.tex",15,"Diagram kategori: X → Y (f); X → X' (a); Y → Y' (b); X' → Y' (g).","id-ID/chapter1-unit-011.tex:467; tikzcd mandiri"
"chapter1-unit-011-d016","chapter1-unit-011.tex",16,"Diagram komutatif: \Ker(kf) → X; \Ker(f) → X; \Ker(f) ↪ \Ker(kf) (\exists !).","id-ID/chapter1-unit-011.tex:509; tikzcd mandiri"
"chapter1-unit-011-d017","chapter1-unit-011.tex",17,"Diagram komutatif: \Coker(fk') ↠ \Coker(f) (\exists !); Y → \Coker(fk'); Y → \Coker(f).","id-ID/chapter1-unit-011.tex:513; tikzcd mandiri"
"chapter1-unit-011-d018","chapter1-unit-011.tex",18,"Diagram kategori: \Hom(T, \Ker(f)) → \left\{ g \in \Hom(T, X): fg=0 \right\} (1:1); \Hom(T, \Ker(kf)) → \left\{ g \in \Hom(T, X): kfg=0 \right\} (1:1).","id-ID/chapter1-unit-011.tex:541; tikzcd mandiri"
"chapter1-unit-011-d019","chapter1-unit-011.tex",19,"Diagram kategori: \Coim(f) → X/f^{-1}(0); X/f^{-1}(0) → \overline{\left\{ f(x): x \in X \right\}}; \overline{\left\{ f(x): x \in X \right\}} → \Image(f); x + f^{-1}(0) → f(x).","id-ID/chapter1-unit-011.tex:629; tikzcd mandiri"
"chapter1-unit-012-d001","chapter1-unit-012.tex",1,"Diagram komutatif: \Hom(Y, Z) \times \Hom(X, Y) → \Hom(Y, Z) \dotimes{\Bbbk} \Hom(X, Y); \Hom(Y, Z) \times \Hom(X, Y) → \Hom(X, Z) (\text{komposisi); \Hom(Y, Z) \dotimes{\Bbbk} \Hom(X, Y) → \Hom(X, Z) (\exists! \; \text{homomorfisme modul-$\Bbb…).","id-ID/chapter1-unit-012.tex:28; tikzcd mandiri"
"chapter1-unit-012-d002","chapter1-unit-012.tex",2,"Diagram kategori: F: \mathcal{A} → \mathcal{A}' : G; \mathcal{A}' : G → F: \mathcal{A}.","id-ID/chapter1-unit-012.tex:75; tikzcd mandiri"
"chapter1-unit-013-d001","chapter1-unit-013.tex",1,"Diagram komutatif: L → M; \alpha(i) → \alpha(j) (\alpha(i \to j)); \alpha(i) → M (g_i); \alpha(i) → L (f_i); \alpha(j) → M (g_j); \alpha(j) → L (f_j).","id-ID/chapter1-unit-013.tex:61; tikzcd mandiri; label=eqn:injlim-diagram"
"chapter1-unit-013-d002","chapter1-unit-013.tex",2,"Diagram komutatif: \alpha(i, j) → \alpha(i, j'); \alpha(i, j) → X(j) (\iota_{i, j}); \alpha(i, j') → X(j') (\iota_{i, j'}); X(j) → X(j') (X(j \to j')).","id-ID/chapter1-unit-013.tex:305; tikzcd mandiri"
"chapter1-unit-013-d003","chapter1-unit-013.tex",3,"Diagram komutatif: X(j) → L(j) (\varphi_j); X(j) → X(j') (X(j \to j')); X(j') → L(j') (\varphi_{j'); \alpha(i, j) → X(j) (\iota_{i,j}); \alpha(i, j) → L(j) (f_{i, j); L(j) → L(j') (L(j \to j')).","id-ID/chapter1-unit-013.tex:322; tikzcd mandiri"
"chapter1-unit-014-d001","chapter1-unit-014.tex",1,"Diagram komutatif: i → Hj; i → Hj'; Hj → Hj' (Hf).","id-ID/chapter1-unit-014.tex:48; tikzcd mandiri"
"chapter1-unit-014-d002","chapter1-unit-014.tex",2,"Diagram komutatif: Hj → i; Hj → Hj' . (Hf); Hj' . → i.","id-ID/chapter1-unit-014.tex:51; tikzcd mandiri"
"chapter1-unit-014-d003","chapter1-unit-014.tex",3,"Diagram komutatif: (i'/H) → (i/H); (i'/H) → J (\Pi_{i'/}); (i/H) → J (\Pi_{i/}).","id-ID/chapter1-unit-014.tex:66; tikzcd mandiri"
"chapter1-unit-014-d004","chapter1-unit-014.tex",4,"Diagram komutatif: (H/i) → (H/i') .; (H/i) → J (\Pi_{/i}); (H/i') . → J (\Pi_{/i'}).","id-ID/chapter1-unit-014.tex:69; tikzcd mandiri"
"chapter1-unit-014-d005","chapter1-unit-014.tex",5,"Diagram kategori: i → H(j); i → H(j''); i → H(j'); H(j'') → H(j) (H(j'' \to j)); H(j'') → H(j') (H(j'' \to j')).","id-ID/chapter1-unit-014.tex:140; tikzcd mandiri"
"chapter1-unit-014-d006","chapter1-unit-014.tex",6,"Diagram komutatif: j → k; j' → k; j → j; j' → j'; i → j; i → k; i → j'.","id-ID/chapter1-unit-014.tex:226; tikzcd mandiri"
"chapter1-unit-014-d007","chapter1-unit-014.tex",7,"Diagram kategori: \displaystyle\varprojlim_{i \in \Obj(I)} X_i → \displaystyle\varprojlim_{J \in \mathrm{OFin}_I^{\opp}} \displaystyle\v… (\sim); (x_i)_i → \left( (x_j)_{j \in \Obj(J)} \right)_{J \in \mathrm{OFin}_I} ..","id-ID/chapter1-unit-014.tex:300; tikzcd mandiri"
"chapter1-unit-015-d001","chapter1-unit-015.tex",1,"Diagram kategori: \mathcal{C} → \mathcal{D} (K); \mathcal{C} → \mathcal{E} (F); \mathcal{D} → \mathcal{E} (\exists ? \; L).","id-ID/chapter1-unit-015.tex:15; tikzcd mandiri"
"chapter1-unit-015-d002","chapter1-unit-015.tex",2,"Diagram kategori: \mathcal{C} → \mathcal{D} (K); \mathcal{C} → \mathcal{E} (F); \mathcal{D} → \mathcal{E} (L); \mathcal{D} ⇒ \mathcal{D} (\xi).","id-ID/chapter1-unit-015.tex:52; tikzcd mandiri"
"chapter1-unit-015-d003","chapter1-unit-015.tex",3,"Diagram kategori: \mathcal{C} → \mathcal{D} \tikztostart.south) -- ([yshift=-2em] \tikztotarget.south)… (K); \mathcal{C} → \mathcal{E} (F); \mathcal{D} \tikztostart.south) -- ([yshift=-2em] \tikztotarget.south)… → \mathcal{E} (\Lan_K F); \mathcal{D} \tikztostart.south) -- ([yshift=-2em] \tikztotarg…","id-ID/chapter1-unit-015.tex:56; tikzcd mandiri"
"chapter1-unit-015-d004","chapter1-unit-015.tex",4,"Diagram kategori: \mathcal{C} → \mathcal{D} (K); \mathcal{C} → \mathcal{E} (F); \mathcal{D} → \mathcal{E} (R); \mathcal{D} ⇒ \mathcal{D} (\delta).","id-ID/chapter1-unit-015.tex:76; tikzcd mandiri"
"chapter1-unit-015-d005","chapter1-unit-015.tex",5,"Diagram kategori: \mathcal{C} → \mathcal{D} \tikztostart.south) -- ([yshift=-2em] \tikztotarget.south)… (K); \mathcal{C} → \mathcal{E} (F); \mathcal{D} \tikztostart.south) -- ([yshift=-2em] \tikztotarget.south)… → \mathcal{E} (\Ran_K F); \mathcal{D} \tikztostart.south) -- ([yshift=-2em] \tikztotarg…","id-ID/chapter1-unit-015.tex:80; tikzcd mandiri"
"chapter1-unit-015-d006","chapter1-unit-015.tex",6,"Diagram kategori: \mathcal{C} → \mathbf{1} (!); \mathcal{C} → \mathcal{E} (F).","id-ID/chapter1-unit-015.tex:173; tikzcd mandiri"
"chapter1-unit-015-d007","chapter1-unit-015.tex",7,"Diagram kategori: F: \mathcal{C} → \mathcal{D}: G; \mathcal{D}: G → F: \mathcal{C}.","id-ID/chapter1-unit-015.tex:194; tikzcd mandiri"
"chapter1-unit-015-d008","chapter1-unit-015.tex",8,"Diagram kategori: G^*: \mathcal{C}^{\mathcal{C}} → \mathcal{C}^{\mathcal{D}}: F^*; \mathcal{C}^{\mathcal{D}}: F^* → G^*: \mathcal{C}^{\mathcal{C}}.","id-ID/chapter1-unit-015.tex:206; tikzcd mandiri"
"chapter1-unit-015-d009","chapter1-unit-015.tex",9,"Diagram kategori: \mathcal{C} → \mathcal{D} (K); \mathcal{C} → \mathcal{E} (F); \mathcal{D} → \mathcal{E} (\Ran_K F); \mathcal{D} ⇒ \mathcal{D} (\varepsilon); \mathcal{E} → \mathcal{F} (M).","id-ID/chapter1-unit-015.tex:257; tikzcd mandiri"
"chapter1-unit-015-d010","chapter1-unit-015.tex",10,"Diagram kategori: \mathcal{C} → \mathcal{F} (MF); \mathcal{C} → \mathcal{D} (K); \mathcal{D} → \mathcal{F} (M \Ran_K F); \mathcal{D} ⇒ \mathcal{D} (M\varepsilon).","id-ID/chapter1-unit-015.tex:261; tikzcd mandiri"
"chapter1-unit-015-d011","chapter1-unit-015.tex",11,"Diagram kategori: \mathcal{C} → \mathcal{D} (K); \mathcal{C} → \mathcal{E} (F); \mathcal{D} → \mathcal{E} (\Lan_K F); \mathcal{D} ⇒ \mathcal{D} (\eta); \mathcal{E} → \mathcal{F} (M).","id-ID/chapter1-unit-015.tex:271; tikzcd mandiri"
"chapter1-unit-015-d012","chapter1-unit-015.tex",12,"Diagram kategori: \mathcal{C} → \mathcal{F} (MF); \mathcal{C} → \mathcal{D} (K); \mathcal{D} → \mathcal{F} (M \Lan_K F); \mathcal{D} ⇒ \mathcal{D} (M\eta).","id-ID/chapter1-unit-015.tex:275; tikzcd mandiri"
"chapter1-unit-015-d013","chapter1-unit-015.tex",13,"Diagram kategori: \mathcal{C} → \mathcal{C}' (F); \mathcal{C} → \mathcal{D} (K); \mathcal{C}' → \mathcal{D}' (K'); \mathcal{D} → \mathcal{D}' (\mathrm{L}F); \mathcal{D} ⇒ \mathcal{C}' (\alpha).","id-ID/chapter1-unit-015.tex:315; tikzcd mandiri"
"chapter1-unit-015-d014","chapter1-unit-015.tex",14,"Diagram kategori: \mathcal{C}' → \mathcal{C} (G); \mathcal{C}' → \mathcal{D}' (K'); \mathcal{C} → \mathcal{D} . (K); \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D} . (\mathrm{R}G).","id-ID/chapter1-unit-015.tex:319; tikzcd mandiri"
"chapter1-unit-015-d015","chapter1-unit-015.tex",15,"Diagram kategori: \mathcal{C} → \mathcal{C}'; \mathcal{C} → \mathcal{C} (\identity_{\mathcal{C}}); \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{D}'; \mathcal{C}' ⇒ \mathcal{C}' (\eta); \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D} (\mathrm{R}G).","id-ID/chapter1-unit-015.tex:332; tikzcd mandiri"
"chapter1-unit-015-d016","chapter1-unit-015.tex",16,"Diagram kategori: \mathcal{C} → \mathcal{C}'; \mathcal{C} → \mathcal{D}; \mathcal{C}' → \mathcal{D}'; \mathcal{D} → \mathcal{D}' (\mathrm{L}F); \mathcal{D} → \mathcal{D} (\identity_{\mathcal{D}}); \mathcal{D} ⇒ \mathcal{C}' (\alpha); \mathcal{D}' → \mathcal{D} (\mathrm{R}G); \mathcal{D}' ⇒ \mathcal…","id-ID/chapter1-unit-015.tex:336; tikzcd mandiri"
"chapter1-unit-015-d017","chapter1-unit-015.tex",17,"Diagram kategori: \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{C}' (\identity_{\mathcal{C}'}); \mathcal{C} → \mathcal{C}'; \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{C} (\varepsilon); \mathcal{C}' → \mathcal{D}'; \mathcal{D} → \mathcal{D}' (\mathrm{L}F); \mathcal{D} ⇒ \mathcal{C}' (\a…","id-ID/chapter1-unit-015.tex:341; tikzcd mandiri"
"chapter1-unit-015-d018","chapter1-unit-015.tex",18,"Diagram kategori: \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{D}'; \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D} (\mathrm{R}G); \mathcal{D}' → \mathcal{D}' (\identity_{\mathcal{D}'}); \mathcal{D} → \mathcal{D}' (\mathrm{L}F); \mathcal{D} ⇒ \mathca…","id-ID/chapter1-unit-015.tex:345; tikzcd mandiri"
"chapter1-unit-015-d019","chapter1-unit-015.tex",19,"Diagram kategori: \mathcal{C}' → \mathcal{C} (G); \mathcal{C}' → \mathcal{D}' (K'); \mathcal{C} → \mathcal{D} (K); \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D} (\mathrm{R}G); \mathcal{D} → \mathcal{D}' (\mathrm{L}F).","id-ID/chapter1-unit-015.tex:360; tikzcd mandiri"
